select,url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Action-Adventure-Sci-Fi-Teens/zgbs/audible/18581063011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Action & Adventure,Science Fiction & Fantasy,Science Fiction,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Superhero-Fiction-Teens/zgbs/audible/18581060011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Action & Adventure,Superhero,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Anthologies-Short-Stories-Teens/zgbs/audible/18580900011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Anthologies & Short Stories,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Biographical-Fiction-Teens/zgbs/audible/18580901011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Biographical Fiction,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Literature-Fiction-Classics-Teens/zgbs/audible/18580902011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Classics,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Coming-Age-Fiction-Teens/zgbs/audible/18580903011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Coming of Age,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Difficult-Situations-Teens/zgbs/audible/18580904011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Bullying-Abuse-Teens/zgbs/audible/18580905011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Bullying & Abuse,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Bullying-Teens/zgbs/audible/18580906011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Bullying & Abuse,Bullying,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Physical-Emotional-Abuse-Teens/zgbs/audible/18580907011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Bullying & Abuse,Physical & Emotional Abuse,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Sexual-Abuse-Teens/zgbs/audible/18580910011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Bullying & Abuse,Sexual Abuse,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Death-Dying-Teens/zgbs/audible/18580911011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Death & Dying,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Depression-Mental-Health-Teens/zgbs/audible/18580912011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Depression & Mental Health,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Body-Image-Eating-Disorders-Teens/zgbs/audible/18580913011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Depression & Mental Health,Body Image & Eating Disorders,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Depression-Teens/zgbs/audible/18580914011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Depression & Mental Health,Depression,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Emotions-Feelings-Teens/zgbs/audible/18580915011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Depression & Mental Health,Emotions & Feelings,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Mental-Illness-Teens/zgbs/audible/18580916011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Depression & Mental Health,Mental Illness,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Self-Esteem-Image-Teens/zgbs/audible/18580917011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Depression & Mental Health,Self Esteem & Self Image,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Disabilities-Special-Needs-Teens/zgbs/audible/18580919011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Disabilities & Special Needs,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Emigration-Immigration-Teens/zgbs/audible/18580920011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Emigration & Immigration,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Homelessness-Runaways-Poverty-Teens/zgbs/audible/18580921011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,"Homelessness, Runaways & Poverty",,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Illness-Health-Problems-Teens/zgbs/audible/18580924011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Illness & Health Problems,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Loners-Outcasts-Teens/zgbs/audible/18580925011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Loners & Outcasts,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Racism-Discrimination-Teens/zgbs/audible/18580926011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Racism & Discrimination,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Suicide-Teens/zgbs/audible/18580927011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Suicide,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Teen-Pregnancy-Teens/zgbs/audible/18580928011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Teen Pregnancy,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Violence-Teens/zgbs/audible/18580929011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Difficult Situations,Violence,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Dystopian-Fiction-Teens/zgbs/audible/18581068011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Dystopian Fiction,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Family-Relationships-Teens/zgbs/audible/18580930011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Family & Relationships,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Dating-Sex-Teens/zgbs/audible/18580931011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Family & Relationships,Dating & Sex,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Family-Teens/zgbs/audible/18580932011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Family & Relationships,Family,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Friendship-Teens/zgbs/audible/18580933011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Family & Relationships,Friendship,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fiction-Peer-Pressure-Teens/zgbs/audible/18580934011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Family & Relationships,Peer Pressure,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Historical-Fiction-Teens/zgbs/audible/18580935011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Historical Fiction,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Ancient-Civilization-Historical-Fiction-Teens/zgbs/audible/18580938011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Historical Fiction,Ancient Civilizations,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Horror-Fiction-Teens/zgbs/audible/18580945011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Horror,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Humorous-Fiction-Literature-Teens/zgbs/audible/18580946011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Humor,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-LGBT-Literature-Fiction-Teens/zgbs/audible/18580949011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,LGBT,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Literary-Fiction-Teens/zgbs/audible/18580955011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Literary Fiction,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Memoir-Fiction-Teens/zgbs/audible/18580956011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,"Memoirs, Diaries & Correspondence",,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Movie-TV-Video-Game-Tie-ins-Teens/zgbs/audible/18580957011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,"Movie, TV & Video Game Tie-ins",,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Multicultural-Fiction-Teens/zgbs/audible/18580958011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Multicultural,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Poetry-Teens/zgbs/audible/18580959011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Poetry,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Sports-Fiction-Teens/zgbs/audible/18580960011,Audible Books & Originals,Teen & Young Adult,Literature & Fiction,Sports Fiction,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Mystery-Thriller-Suspense-Teens/zgbs/audible/18580961011,Audible Books & Originals,Teen & Young Adult,"Mystery, Thriller & Suspense",,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Crime-Fiction-Teens/zgbs/audible/18580964011,Audible Books & Originals,Teen & Young Adult,"Mystery, Thriller & Suspense",Crime,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Mystery-Detective-Fiction-Teens/zgbs/audible/18580965011,Audible Books & Originals,Teen & Young Adult,"Mystery, Thriller & Suspense",Mysteries & Detectives,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Paranormal-Mystery-Thriller-Suspense-Teens/zgbs/audible/18580966011,Audible Books & Originals,Teen & Young Adult,"Mystery, Thriller & Suspense",Paranormal,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Romantic-Suspense-Teens/zgbs/audible/18581012011,Audible Books & Originals,Teen & Young Adult,"Mystery, Thriller & Suspense",Romantic,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Thrillers-Suspense-Teens/zgbs/audible/18580967011,Audible Books & Originals,Teen & Young Adult,"Mystery, Thriller & Suspense",Thrillers & Suspense,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Politics-Society-Current-Events/zgbs/audible/18580968011,Audible Books & Originals,Teen & Young Adult,"Politics, Society & Current Events",,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Religion-Spirituality-Teens/zgbs/audible/18580978011,Audible Books & Originals,Teen & Young Adult,Religion & Spirituality,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Romance-Teens/zgbs/audible/18581004011,Audible Books & Originals,Teen & Young Adult,Romance,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Clean-Wholesome-Romance-Teens/zgbs/audible/18581006011,Audible Books & Originals,Teen & Young Adult,Romance,Clean & Wholesome,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Contemporary-Romance-Teens/zgbs/audible/18581007011,Audible Books & Originals,Teen & Young Adult,Romance,Contemporary,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Historical-Romance-Teens/zgbs/audible/18581008011,Audible Books & Originals,Teen & Young Adult,Romance,Historical,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-LGBT-Romance-Teens/zgbs/audible/18581009011,Audible Books & Originals,Teen & Young Adult,Romance,LGBT,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Paranormal-Romance-Teens/zgbs/audible/18581010011,Audible Books & Originals,Teen & Young Adult,Romance,Paranormal,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Romantic-Comedy-Teens/zgbs/audible/18581011011,Audible Books & Originals,Teen & Young Adult,Romance,Romantic Comedy,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Science-Fiction-Fantasy-Romance-Teens/zgbs/audible/18581013011,Audible Books & Originals,Teen & Young Adult,Romance,Science Fiction & Fantasy,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fantasy-Romance-Teens/zgbs/audible/18581014011,Audible Books & Originals,Teen & Young Adult,Romance,Science Fiction & Fantasy,Fantasy,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Science-Fiction-Romance-Teens/zgbs/audible/18581015011,Audible Books & Originals,Teen & Young Adult,Romance,Science Fiction & Fantasy,Science Fiction,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Science-Technology-Teens/zgbs/audible/18581017011,Audible Books & Originals,Teen & Young Adult,Science & Technology,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Science-Fiction-Fantasy-Teens/zgbs/audible/18581048011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fantasy-Teens/zgbs/audible/18581049011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Fantasy,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Coming-Age-Fantasy-Teens/zgbs/audible/18581052011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Fantasy,Coming of Age,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Contemporary-Fantasy-Teens/zgbs/audible/18581053011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Fantasy,Contemporary,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Dark-Fantasy-Teens/zgbs/audible/18581054011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Fantasy,Dark Fantasy,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Epic-Fantasy-Teens/zgbs/audible/18581055011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Fantasy,Epic,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Historical-Fantasy-Teens/zgbs/audible/18581056011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Fantasy,Historical,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Magical-Realism-Fiction-Teens/zgbs/audible/18581057011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Fantasy,Magical Realism,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Fantasy-Movie-TV-Video-Game-Tie-Ins-Teens/zgbs/audible/18581058011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Fantasy,"Movie, TV & Video Game Tie-Ins",,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Paranormal-Fantasy-Teens/zgbs/audible/18581059011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Fantasy,Paranormal,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Sword-Sorcery-Fantasy-Teens/zgbs/audible/18581061011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Fantasy,Sword & Sorcery,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Science-Fiction-Teens/zgbs/audible/18581062011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Science Fiction,,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Alien-Science-Fiction-Teens/zgbs/audible/18581064011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Science Fiction,Aliens,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Sci-Fi-Anthologies-Short-Stories-Teens/zgbs/audible/18581066011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Science Fiction,Anthologies & Short Stories,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Apocalyptic-Post-Sci-Fi-Teens/zgbs/audible/18581067011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Science Fiction,Apocalyptic & Post-Apocalyptic,,,,,
True,https://www.amazon.com/Best-Sellers-Audible-Audiobooks-Sci-Fi-Movie-TV-Video-Game-Tie-Ins-Teens/zgbs/audible/18581070011,Audible Books & Originals,Teen & Young Adult,Science Fiction & Fantasy,Science Fiction,"Movie, TV & Video Game Tie-Ins",,,,,
